image index	predicted index	target index	correct	path	path probability	path length	number backtracks
6245	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999955892562866, 0.9386500716209412]	3	0
6246	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
6247	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.999997615814209, 0.9999977350234985, 0.9999991655349731]	4	0
6248	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9998643398284912, 0.9999591112136841]	3	0
6249	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
6250	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
6251	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999995231628418, 0.999995231628418, 0.9106273651123047]	4	0
6252	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999686479568481]	3	0
6253	4	5	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999998807907104, 0.999969482421875, 0.7007788419723511, 0.626227855682373]	5	0
6254	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9999916553497314, 0.9999985694885254, 0.9999986886978149]	5	0
6255	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9999958276748657]	3	0
6256	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.9999997615814209, 0.9999996423721313]	4	0
6257	2	5	FALSE	['n00003553', 'n01471682', 'n01503061']	[0.9999728202819824, 0.9962742328643799]	3	0
6258	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6259	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999996423721313, 1.0, 1.0, 1.0]	5	0
6260	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9996531009674072, 0.9999953508377075]	3	0
6261	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999980926513672, 0.9999963045120239, 0.9999963045120239]	4	0
6262	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999972581863403, 0.9999986886978149, 0.9999959468841553]	4	0
6263	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9983524084091187, 0.9998466968536377]	3	0
6264	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999998807907104, 0.9999961853027344]	3	0
6265	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 0.9999977350234985, 0.9999974966049194]	5	0
6266	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999997615814209, 0.999998927116394, 0.9999998807907104]	5	0
6267	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6268	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999788999557495, 0.9999996423721313, 0.9999980926513672]	5	0
6269	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
6270	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.8215970993041992]	3	0
6271	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999988079071045, 0.6645145416259766]	3	0
6272	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9991672039031982]	3	0
6273	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 0.9999505281448364, 0.9999815225601196]	4	0
6274	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6275	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6276	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9999982118606567, 1.0, 0.9999996423721313]	5	0
6277	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999867677688599]	3	0
6278	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
6279	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6280	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999889135360718, 0.999972939491272, 0.9999932050704956]	4	0
6281	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999983310699463, 0.9999927282333374, 0.9999984502792358]	4	0
6282	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999998807907104, 1.0]	3	0
6283	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.827908992767334, 0.9945664405822754, 0.9896416068077087]	5	0
6284	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999542236328125, 0.9999886751174927, 0.9999973773956299]	4	0
6285	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
6286	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999998807907104, 1.0]	4	0
6287	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999983310699463, 1.0, 1.0]	5	0
6288	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999964237213135, 1.0]	3	0
6289	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6290	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 1.0, 0.9999997615814209]	4	0
6291	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.9999995231628418]	4	0
6292	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999983310699463, 0.9999033212661743]	3	0
6293	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
6294	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.9999998807907104, 0.99997878074646]	4	0
6295	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999995231628418, 1.0, 1.0]	4	0
6296	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999997615814209, 0.999997615814209, 0.9999994039535522]	4	0
6297	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
6298	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999979734420776, 0.9997294545173645, 0.9996515512466431, 0.9996438026428223]	5	0
6299	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9967350363731384, 0.999165415763855, 0.9998231530189514]	5	0
6300	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999997615814209, 0.9999998807907104, 0.9999997615814209]	4	0
6301	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999998807907104]	4	0
6302	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999982118606567, 0.9999991655349731, 0.9999996423721313]	4	0
6303	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999557733535767, 0.9999985694885254, 0.9998867511749268, 0.9999268054962158]	5	0
6304	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999998807907104, 1.0, 1.0]	4	0
6305	5	6	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999924898147583, 0.6841408014297485, 0.9794416427612305, 0.8941402435302734]	5	0
6306	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 0.9999966621398926, 0.9999997615814209]	4	0
6307	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999817609786987, 0.9999985694885254, 0.9997318387031555, 0.9999202489852905]	5	0
6308	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999997615814209, 0.9998666048049927, 0.9997386336326599, 0.9997791647911072]	5	0
6309	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999963045120239, 1.0]	3	0
6310	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
6311	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.8537397980690002, 0.845757007598877, 0.9068291783332825, 0.9136936068534851]	5	0
6312	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6313	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6314	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
6315	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999898672103882, 0.9984971284866333]	3	0
6316	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
6317	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999886751174927, 0.9999990463256836, 0.9999998807907104]	4	0
6318	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 1.0, 1.0, 1.0]	5	0
6319	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999969005584717, 0.9999995231628418, 1.0, 1.0]	5	0
6320	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.986457884311676, 0.9955103397369385, 0.9986428618431091]	4	0
6321	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999997615814209, 1.0]	4	0
6322	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999990463256836, 0.9999942779541016, 0.9999997615814209, 0.9775420427322388]	5	0
6323	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999939203262329, 0.9999997615814209]	3	0
6324	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999980926513672, 0.9999992847442627, 1.0, 0.9876489043235779]	5	0
6325	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
6326	-1	7	FALSE	['n00003553', 'n03575240', 'n03125870', 'n03575240', 'n00003553', 'n01471682', 'n00003553']	[0.6936688423156738, 0.7804010510444641, 0.7804010510444641, 0.7804010510444641, 0.3063311278820038, 0.3063311278820038]	7	2
6327	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
6328	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6329	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9998732805252075, 0.9860784411430359, 0.9911880493164062]	4	0
6330	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999978542327881, 0.9999935626983643]	3	0
6331	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6332	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999995231628418, 1.0, 1.0, 1.0]	5	0
6333	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
6334	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9996457099914551, 0.999809205532074, 0.9999533891677856]	4	0
6335	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6336	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
6337	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6338	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999836683273315, 0.9961960315704346, 0.9886825084686279, 0.9946908354759216]	5	0
6339	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999990463256836, 0.9984884262084961, 0.9981443881988525, 0.9990133047103882]	5	0
6340	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999997615814209, 0.9999986886978149, 0.9999996423721313, 0.9999979734420776]	5	0
6341	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999629259109497, 0.9992049336433411]	3	0
6342	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999991655349731, 0.9999992847442627, 0.9999997615814209]	4	0
6343	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
6344	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999997615814209, 1.0, 0.9999995231628418]	5	0
6345	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999998807907104, 0.9999511241912842, 0.9999940395355225, 0.9199344515800476]	5	0
6346	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999998807907104, 1.0]	4	0
6347	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999994039535522, 0.9999957084655762, 0.9999983310699463]	4	0
6348	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999997615814209, 0.9999996423721313, 1.0]	4	0
6349	-1	0	FALSE	['n00003553', 'n01471682', 'n00003553', 'n03575240', 'n00003553']	[0.591734766960144, 0.591734766960144, 0.40826526284217834, 0.40826526284217834]	5	2
6350	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6351	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999998807907104, 0.9999998807907104, 0.9999984502792358]	4	0
6352	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6353	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.975752055644989, 0.9958926439285278]	3	0
6354	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.81695955991745, 0.9533407092094421, 0.994432270526886, 0.9984764456748962]	5	0
6355	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999998807907104, 1.0, 1.0]	4	0
6356	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9997038245201111, 0.9999150037765503, 0.999991774559021, 0.9999986886978149]	5	0
6357	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 0.9999994039535522, 1.0, 0.9999995231628418]	5	0
6358	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999974966049194, 0.9999991655349731, 0.9999997615814209]	5	0
6359	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9997281432151794, 0.9999421834945679]	3	0
6360	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999998807907104, 0.9999995231628418]	3	0
6361	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9996424913406372, 0.9999032020568848, 0.9030236005783081]	4	0
6362	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
6363	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6364	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9602386951446533, 0.9812843203544617, 0.9958046078681946, 0.9994661211967468]	5	0
6365	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
6366	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.999993085861206, 0.9999954700469971, 0.999998927116394]	4	0
6367	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9997804760932922, 0.9997586607933044, 0.9961963891983032, 0.9927530288696289]	5	0
6368	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999996423721313, 0.9999998807907104, 1.0, 1.0]	5	0
6369	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999901056289673, 0.9999996423721313, 0.9939082860946655]	4	0
6370	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
6371	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.9999805688858032, 0.9998376369476318]	4	0
6372	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999990463256836, 1.0, 1.0]	4	0
6373	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999998807907104, 1.0]	3	0
6374	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6375	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999994039535522, 0.9999934434890747, 0.9999978542327881, 0.9999679327011108]	5	0
6376	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
6377	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
6378	3	5	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9998124241828918, 0.9999856948852539, 0.9999885559082031, 0.6348258852958679]	5	0
6379	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9998194575309753, 0.9999959468841553]	4	0
6380	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999752044677734, 0.9998268485069275, 0.9996966123580933, 0.9999548196792603]	5	0
6381	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.9997541308403015]	4	0
6382	3	4	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999996423721313, 0.9999583959579468, 0.9761376976966858, 0.9628662467002869]	5	0
6383	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999897480010986, 0.9938788414001465, 0.9960825443267822, 0.9983794689178467]	5	0
6384	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9996829032897949, 0.9999978542327881, 0.9997052550315857]	5	0
6385	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999997615814209, 0.9999997615814209, 0.9998729228973389]	5	0
6386	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999932050704956, 0.9999995231628418, 0.993489146232605, 0.9976602792739868]	5	0
6387	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999887943267822]	3	0
6388	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 0.9999997615814209, 0.999993085861206, 0.9999990463256836]	5	0
6389	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999997615814209, 0.9999992847442627, 0.9998953342437744, 0.9999721050262451]	5	0
6390	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999998807907104, 1.0, 1.0]	5	0
6391	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999064207077026, 0.9999973773956299, 0.9999406337738037]	4	0
6392	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
6393	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.999390721321106, 0.9999798536300659, 0.9999802112579346]	5	0
6394	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999997615814209, 0.9999998807907104, 0.9999505281448364]	4	0
6395	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999970197677612, 0.9999915361404419, 0.9999948740005493]	4	0
6396	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999997615814209, 0.999927282333374, 0.9999274015426636, 0.9999359846115112]	5	0
6397	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.999997615814209, 0.9999998807907104, 0.9999997615814209]	5	0
6398	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9966467022895813]	3	0
6399	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6400	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999637603759766, 0.999982476234436, 0.9801445007324219]	4	0
6401	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999731779098511, 0.9997872710227966, 0.9997556805610657, 0.9451861381530762]	5	0
6402	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999879598617554, 0.9999979734420776, 0.9999982118606567]	4	0
6403	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
6404	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999998807907104, 1.0, 1.0, 1.0]	5	0
6405	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999947547912598, 0.9999973773956299, 0.6773971319198608]	4	0
6406	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9705632328987122, 0.9959906935691833, 0.9963259100914001, 0.9976971745491028]	5	0
6407	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
6408	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 0.9999997615814209]	4	0
6409	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999866485595703, 0.9999947547912598, 0.9976054430007935]	4	0
6410	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
6411	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999990463256836, 0.9999986886978149, 0.9999998807907104]	4	0
6412	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999998807907104, 0.9967464208602905, 0.8391774296760559]	4	0
6413	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
6414	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999997615814209, 1.0, 1.0]	4	0
6415	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 0.9999997615814209, 0.9992420673370361]	4	0
6416	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 0.9999997615814209, 1.0, 1.0]	5	0
6417	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999991655349731]	4	0
6418	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
6419	-1	9	FALSE	['n00003553', 'n03575240', 'n03125870', 'n03575240', 'n03791235', 'n03575240', 'n00003553', 'n01471682', 'n00003553']	[1.0, 0.6521139740943909, 0.6521139740943909, 0.3478795886039734, 0.3478795886039734, 0.3478795886039734, 1.5349282733723157e-08, 1.5349282733723157e-08]	9	2
6420	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
6421	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999971389770508, 0.9999986886978149]	3	0
